BlockID,TrialID,TrialIDSource
42,40,mts-dapa-ap
43,41,mts-dapa-ap
43,42,mts-dapa-ap
44,41,mts-dapa-ap
44,42,mts-dapa-ap
45,41,mts-dapa-ap
45,42,mts-dapa-ap
46,43,mts-dapa-ap
46,44,mts-dapa-ap
47,43,mts-dapa-ap
47,44,mts-dapa-ap
48,43,mts-dapa-ap
48,44,mts-dapa-ap
49,45,mts-dapa-ap
49,46,mts-dapa-ap
50,45,mts-dapa-ap
50,46,mts-dapa-ap
51,45,mts-dapa-ap
51,46,mts-dapa-ap
52,47,mts-dapa-ap
52,48,mts-dapa-ap
53,47,mts-dapa-ap
53,48,mts-dapa-ap
54,47,mts-dapa-ap
54,48,mts-dapa-ap
55,49,mts-dapa-ap
55,50,mts-dapa-ap
56,51,mts-dapa-ap
56,52,mts-dapa-ap
57,49,mts-dapa-ap
57,50,mts-dapa-ap
58,53,mts-dapa-ap
58,54,mts-dapa-ap
59,55,mts-dapa-ap
59,56,mts-dapa-ap
60,53,mts-dapa-ap
60,54,mts-dapa-ap
61,57,mts-dapa-ap
61,58,mts-dapa-ap
62,59,mts-dapa-ap
62,60,mts-dapa-ap
63,57,mts-dapa-ap
63,58,mts-dapa-ap
64,61,mts-dapa-ap
64,62,mts-dapa-ap
65,63,mts-dapa-ap
65,64,mts-dapa-ap
66,61,mts-dapa-ap
66,62,mts-dapa-ap
67,65,mts-dapa-ap
67,66,mts-dapa-ap
68,67,mts-dapa-ap
68,68,mts-dapa-ap
69,65,mts-dapa-ap
69,66,mts-dapa-ap
70,69,mts-dapa-ap
70,70,mts-dapa-ap
71,71,mts-dapa-ap
71,72,mts-dapa-ap
72,69,mts-dapa-ap
72,70,mts-dapa-ap
73,73,mts-dapa-ap
73,74,mts-dapa-ap
74,73,mts-dapa-ap
74,74,mts-dapa-ap
75,73,mts-dapa-ap
75,74,mts-dapa-ap
76,75,mts-dapa-ap
76,76,mts-dapa-ap
77,75,mts-dapa-ap
77,76,mts-dapa-ap
78,75,mts-dapa-ap
78,76,mts-dapa-ap
79,77,mts-dapa-ap
79,78,mts-dapa-ap
80,77,mts-dapa-ap
80,78,mts-dapa-ap
81,77,mts-dapa-ap
81,78,mts-dapa-ap
82,79,mts-dapa-ap
82,80,mts-dapa-ap
83,79,mts-dapa-ap
83,80,mts-dapa-ap
84,79,mts-dapa-ap
84,80,mts-dapa-ap
85,81,mts-dapa-ap
85,82,mts-dapa-ap
86,81,mts-dapa-ap
86,82,mts-dapa-ap
87,81,mts-dapa-ap
87,82,mts-dapa-ap
88,83,mts-dapa-ap
88,84,mts-dapa-ap
89,83,mts-dapa-ap
89,84,mts-dapa-ap
90,83,mts-dapa-ap
90,84,mts-dapa-ap
91,85,mts-dapa-ap
91,86,mts-dapa-ap
92,85,mts-dapa-ap
92,86,mts-dapa-ap
93,85,mts-dapa-ap
93,86,mts-dapa-ap
94,87,mts-dapa-ap
94,88,mts-dapa-ap
95,87,mts-dapa-ap
95,88,mts-dapa-ap
96,87,mts-dapa-ap
96,88,mts-dapa-ap
97,89,mts-dapa-ap
97,90,mts-dapa-ap
98,89,mts-dapa-ap
98,90,mts-dapa-ap
99,89,mts-dapa-ap
99,90,mts-dapa-ap
100,91,mts-dapa-ap
100,92,mts-dapa-ap
101,93,mts-dapa-ap
101,94,mts-dapa-ap
102,91,mts-dapa-ap
102,92,mts-dapa-ap
103,95,mts-dapa-ap
103,96,mts-dapa-ap
104,97,mts-dapa-ap
104,98,mts-dapa-ap
105,95,mts-dapa-ap
105,96,mts-dapa-ap
106,99,mts-dapa-ap
106,100,mts-dapa-ap
107,101,mts-dapa-ap
107,102,mts-dapa-ap
108,99,mts-dapa-ap
108,100,mts-dapa-ap
109,103,mts-dapa-ap
109,104,mts-dapa-ap
110,105,mts-dapa-ap
110,106,mts-dapa-ap
111,103,mts-dapa-ap
111,104,mts-dapa-ap
112,107,mts-dapa-ap
112,108,mts-dapa-ap
113,109,mts-dapa-ap
113,110,mts-dapa-ap
114,107,mts-dapa-ap
114,108,mts-dapa-ap
115,111,mts-dapa-ap
115,112,mts-dapa-ap
116,113,mts-dapa-ap
116,114,mts-dapa-ap
117,111,mts-dapa-ap
117,112,mts-dapa-ap
118,115,mts-dapa-ap
118,116,mts-dapa-ap
119,117,mts-dapa-ap
119,118,mts-dapa-ap
120,115,mts-dapa-ap
120,116,mts-dapa-ap
121,119,mts-dapa-ap
121,120,mts-dapa-ap
122,121,mts-dapa-ap
122,122,mts-dapa-ap
123,119,mts-dapa-ap
123,120,mts-dapa-ap
124,123,mts-dapa-ap
124,124,mts-dapa-ap
125,125,mts-dapa-ap
125,126,mts-dapa-ap
126,123,mts-dapa-ap
126,124,mts-dapa-ap
127,127,mts-dapa-ap
127,128,mts-dapa-ap
128,127,mts-dapa-ap
128,128,mts-dapa-ap
129,127,mts-dapa-ap
129,128,mts-dapa-ap
130,129,mts-dapa-ap
130,130,mts-dapa-ap
131,129,mts-dapa-ap
131,130,mts-dapa-ap
132,129,mts-dapa-ap
132,130,mts-dapa-ap
133,131,mts-dapa-ap
133,132,mts-dapa-ap
134,131,mts-dapa-ap
134,132,mts-dapa-ap
135,131,mts-dapa-ap
135,132,mts-dapa-ap
136,133,mts-dapa-ap
136,134,mts-dapa-ap
137,133,mts-dapa-ap
137,134,mts-dapa-ap
138,133,mts-dapa-ap
138,134,mts-dapa-ap
139,135,mts-dapa-ap
139,136,mts-dapa-ap
140,135,mts-dapa-ap
140,136,mts-dapa-ap
141,135,mts-dapa-ap
141,136,mts-dapa-ap
142,137,mts-dapa-ap
142,138,mts-dapa-ap
143,137,mts-dapa-ap
143,138,mts-dapa-ap
144,137,mts-dapa-ap
144,138,mts-dapa-ap
145,139,mts-dapa-ap
145,140,mts-dapa-ap
146,141,mts-dapa-ap
146,142,mts-dapa-ap
147,139,mts-dapa-ap
147,140,mts-dapa-ap
148,143,mts-dapa-ap
148,144,mts-dapa-ap
149,145,mts-dapa-ap
149,146,mts-dapa-ap
150,143,mts-dapa-ap
150,144,mts-dapa-ap
151,147,mts-dapa-ap
151,148,mts-dapa-ap
152,149,mts-dapa-ap
152,150,mts-dapa-ap
153,147,mts-dapa-ap
153,148,mts-dapa-ap
154,151,mts-dapa-ap
154,152,mts-dapa-ap
155,153,mts-dapa-ap
155,154,mts-dapa-ap
156,151,mts-dapa-ap
156,152,mts-dapa-ap
157,155,mts-dapa-ap
157,156,mts-dapa-ap
158,157,mts-dapa-ap
158,158,mts-dapa-ap
159,155,mts-dapa-ap
159,156,mts-dapa-ap
160,159,mts-dapa-ap
160,160,mts-dapa-ap
161,161,mts-dapa-ap
161,162,mts-dapa-ap
162,159,mts-dapa-ap
162,160,mts-dapa-ap
